database_name	LIPIDMAPS
database_version	18Mar14
494.106045	C22H22O13	LMPK12112888
508.121696	C23H24O13	LMPK12112889
480.090395	C21H20O13	LMPK12112890
642.143221	C27H30O18	LMPK12112891
494.106045	C22H22O13	LMPK12112892
656.158871	C28H32O18	LMPK12112893
640.163956	C28H32O17	LMPK12112894
656.158871	C28H32O18	LMPK12112895
788.201131	C33H40O22	LMPK12112896
494.106045	C22H22O13	LMPK12112897
494.106045	C22H22O13	LMPK12112898
508.121696	C23H24O13	LMPK12112899
508.121696	C23H24O13	LMPK12112900
670.174521	C29H34O18	LMPK12112901
522.137346	C24H26O13	LMPK12112902
536.116611	C24H24O14	LMPK12112903
574.062863	C22H22O16S	LMPK12112904
464.09548	C21H20O12	LMPK12112905
480.090395	C21H20O13	LMPK12112906
494.106045	C22H22O13	LMPK12112907
494.106045	C22H22O13	LMPK12112908
464.09548	C21H20O12	LMPK12112909
478.11113	C22H22O12	LMPK12112910
508.08531	C22H20O14	LMPK12112911
494.106045	C22H22O13	LMPK12112912
494.106045	C22H22O13	LMPK12112913
494.106045	C22H22O13	LMPK12112914
624.169041	C28H32O16	LMPK12112915
494.106045	C22H22O13	LMPK12112916
508.121696	C23H24O13	LMPK12112917
522.10096	C23H22O14	LMPK12112918
508.121696	C23H24O13	LMPK12112919
508.121696	C23H24O13	LMPK12112920
508.121696	C23H24O13	LMPK12112921
670.174521	C29H34O18	LMPK12112922
508.121696	C23H24O13	LMPK12112923
478.11113	C22H22O12	LMPK12112924
492.126781	C23H24O12	LMPK12112925
508.121696	C23H24O13	LMPK12112926
522.137346	C24H26O13	LMPK12112927
522.137346	C24H26O13	LMPK12112928
522.137346	C24H26O13	LMPK12112929
506.142431	C24H26O12	LMPK12112930
536.116611	C24H24O14	LMPK12112931
668.195256	C30H36O17	LMPK12112932
522.137346	C24H26O13	LMPK12112933
522.137346	C24H26O13	LMPK12112934
684.190171	C30H36O18	LMPK12112935
522.137346	C24H26O13	LMPK12112936
522.137346	C24H26O13	LMPK12112937
536.152996	C25H28O13	LMPK12112938
536.152996	C25H28O13	LMPK12112939
536.152996	C25H28O13	LMPK12112940
696.226556	C32H40O17	LMPK12112941
520.08531	C23H20O14	LMPK12112942
534.10096	C24H22O14	LMPK12112943
522.10096	C23H22O14	LMPK12112944
666.179606	C30H34O17	LMPK12112945
666.179606	C30H34O17	LMPK12112946
666.179606	C30H34O17	LMPK12112947
666.179606	C30H34O17	LMPK12112948
708.190171	C32H36O18	LMPK12112949
708.190171	C32H36O18	LMPK12112950
708.190171	C32H36O18	LMPK12112951
708.190171	C32H36O18	LMPK12112952
750.200736	C34H38O19	LMPK12112953
750.200736	C34H38O19	LMPK12112954
656.137741	C31H28O16	LMPK12112955
480.090395	C21H20O13	LMPK12112956
550.132261	C25H26O14	LMPK12112957
642.122091	C30H26O16	LMPK12112958
640.142826	C31H28O15	LMPK12112959
670.153391	C32H30O16	LMPK12112960
564.147911	C26H28O14	LMPK12112961
578.163561	C27H30O14	LMPK12112962
964.248476	C43H48O25	LMPK12112963
494.106045	C22H22O13	LMPK12112964
494.106045	C22H22O13	LMPK12112965
640.163956	C28H32O17	LMPK12112966
656.158871	C28H32O18	LMPK12112967
832.169831	C37H36O22	LMPK12112968
640.163956	C28H32O17	LMPK12112969
802.216781	C34H42O22	LMPK12112970
508.121696	C23H24O13	LMPK12112971
684.190171	C30H36O18	LMPK12112972
490.11113	C23H22O12	LMPK12112973
426.025688	C17H14O11S	LMPK12112974
396.08452	C21H16O8	LMPK12112975
428.14712	C23H24O8	LMPK12112976
502.220286	C27H34O9	LMPK12112977
374.10017	C19H18O8	LMPK12112978
374.10017	C19H18O8	LMPK12112979
388.11582	C20H20O8	LMPK12112980
388.11582	C20H20O8	LMPK12112981
360.08452	C18H16O8	LMPK12112982
318.03757	C15H10O8	LMPK12112983
332.05322	C16H12O8	LMPK12112984
332.05322	C16H12O8	LMPK12112985
332.05322	C16H12O8	LMPK12112986
332.05322	C16H12O8	LMPK12112987
332.05322	C16H12O8	LMPK12112988
332.05322	C16H12O8	LMPK12112989
346.06887	C17H14O8	LMPK12112990
346.06887	C17H14O8	LMPK12112991
346.06887	C17H14O8	LMPK12112992
346.06887	C17H14O8	LMPK12112993
346.06887	C17H14O8	LMPK12112994
346.06887	C17H14O8	LMPK12112995
346.06887	C17H14O8	LMPK12112996
360.08452	C18H16O8	LMPK12112997
360.08452	C18H16O8	LMPK12112998
360.08452	C18H16O8	LMPK12112999
360.08452	C18H16O8	LMPK12113000
360.08452	C18H16O8	LMPK12113001
360.08452	C18H16O8	LMPK12113002
360.08452	C18H16O8	LMPK12113003
360.08452	C18H16O8	LMPK12113004
360.08452	C18H16O8	LMPK12113005
374.10017	C19H18O8	LMPK12113006
374.10017	C19H18O8	LMPK12113007
374.10017	C19H18O8	LMPK12113008
374.10017	C19H18O8	LMPK12113009
374.10017	C19H18O8	LMPK12113010
374.10017	C19H18O8	LMPK12113011
374.10017	C19H18O8	LMPK12113012
374.10017	C19H18O8	LMPK12113013
374.10017	C19H18O8	LMPK12113014
388.11582	C20H20O8	LMPK12113015
388.11582	C20H20O8	LMPK12113016
388.11582	C20H20O8	LMPK12113017
402.13147	C21H22O8	LMPK12113018
388.11582	C20H20O8	LMPK12113019
344.05322	C17H12O8	LMPK12113020
358.06887	C18H14O8	LMPK12113021
358.06887	C18H14O8	LMPK12113022
372.08452	C19H16O8	LMPK12113023
386.10017	C20H18O8	LMPK12113024
370.06887	C19H14O8	LMPK12113025
344.05322	C17H12O8	LMPK12113026
412.010038	C16H12O11S	LMPK12113027
412.010038	C16H12O11S	LMPK12113028
412.010038	C16H12O11S	LMPK12113029
491.966856	C16H12O14S2	LMPK12113030
426.025688	C17H14O11S	LMPK12113031
426.025688	C17H14O11S	LMPK12113032
440.041338	C18H16O11S	LMPK12113033
440.041338	C18H16O11S	LMPK12113034
440.041338	C18H16O11S	LMPK12113035
440.041338	C18H16O11S	LMPK12113036
538.132261	C24H26O14	LMPK12113037
552.147911	C25H28O14	LMPK12113038
362.063785	C17H14O9	LMPK12113039
362.063785	C17H14O9	LMPK12113040
376.079435	C18H16O9	LMPK12113041
400.079435	C20H16O9	LMPK12113042
552.147911	C25H28O14	LMPK12113043
566.163561	C26H30O14	LMPK12113044
566.163561	C26H30O14	LMPK12113045
524.116611	C23H24O14	LMPK12113046
522.137346	C24H26O13	LMPK12113047
374.10017	C19H18O8	LMPK12113048
334.032485	C15H10O9	LMPK12113049
376.079435	C18H16O9	LMPK12113050
376.079435	C18H16O9	LMPK12113051
376.079435	C18H16O9	LMPK12113052
376.079435	C18H16O9	LMPK12113053
390.095085	C19H18O9	LMPK12113054
390.095085	C19H18O9	LMPK12113055
390.095085	C19H18O9	LMPK12113056
390.095085	C19H18O9	LMPK12113057
404.110735	C20H20O9	LMPK12113058
404.110735	C20H20O9	LMPK12113059
404.110735	C20H20O9	LMPK12113060
404.110735	C20H20O9	LMPK12113061
404.110735	C20H20O9	LMPK12113062
404.110735	C20H20O9	LMPK12113063
432.142035	C22H24O9	LMPK12113064
418.126385	C21H22O9	LMPK12113065
568.158081	C29H28O12	LMPK12113066
316.058305	C16H12O7	LMPK12113067
344.089605	C18H16O7	LMPK12113068
358.105255	C19H18O7	LMPK12113069
360.08452	C18H16O8	LMPK12113070
360.08452	C18H16O8	LMPK12113071
360.08452	C18H16O8	LMPK12113072
374.10017	C19H18O8	LMPK12113073
358.06887	C18H14O8	LMPK12113074
378.050633	C18H15ClO7	LMPK12113075
384.120905	C21H20O7	LMPK12113076
382.105255	C21H18O7	LMPK12113077
382.105255	C21H18O7	LMPK12113078
398.136555	C22H22O7	LMPK12113079
354.11034	C20H18O6	LMPK12113080
382.105255	C21H18O7	LMPK12113081
300.06339	C16H12O6	LMPK12113082
314.07904	C17H14O6	LMPK12113083
314.07904	C17H14O6	LMPK12113084
314.07904	C17H14O6	LMPK12113085
328.09469	C18H16O6	LMPK12113086
402.095085	C20H18O9	LMPK12113087
286.04774	C15H10O6	LMPK12113088
300.06339	C16H12O6	LMPK12113089
300.06339	C16H12O6	LMPK12113090
300.06339	C16H12O6	LMPK12113091
314.07904	C17H14O6	LMPK12113092
314.07904	C17H14O6	LMPK12113093
314.07904	C17H14O6	LMPK12113094
328.09469	C18H16O6	LMPK12113095
328.09469	C18H16O6	LMPK12113096
328.09469	C18H16O6	LMPK12113097
342.11034	C19H18O6	LMPK12113098
342.073955	C18H14O7	LMPK12113099
370.105255	C20H18O7	LMPK12113100
356.089605	C19H16O7	LMPK12113101
384.120905	C21H20O7	LMPK12113102
478.11113	C22H22O12	LMPK12113103
464.09548	C21H20O12	LMPK12113104
596.137741	C26H28O16	LMPK12113105
788.201131	C33H40O22	LMPK12113106
478.11113	C22H22O12	LMPK12113107
640.163956	C28H32O17	LMPK12113108
624.169041	C28H32O16	LMPK12113109
624.169041	C28H32O16	LMPK12113110
640.163956	C28H32O17	LMPK12113111
624.169041	C28H32O16	LMPK12113112
786.221866	C34H42O21	LMPK12113113
786.221866	C34H42O21	LMPK12113114
434.084915	C20H18O11	LMPK12113115
464.09548	C21H20O12	LMPK12113116
448.100565	C21H20O11	LMPK12113117
434.084915	C20H18O11	LMPK12113118
434.084915	C20H18O11	LMPK12113119
464.09548	C21H20O12	LMPK12113120
448.100565	C21H20O11	LMPK12113121
478.074745	C21H18O13	LMPK12113122
464.09548	C21H20O12	LMPK12113123
640.127571	C27H28O18	LMPK12113124
610.153391	C27H30O16	LMPK12113125
610.153391	C27H30O16	LMPK12113126
626.148306	C27H30O17	LMPK12113127
610.153391	C27H30O16	LMPK12113128
566.127176	C25H26O15	LMPK12113129
566.127176	C25H26O15	LMPK12113130
478.11113	C22H22O12	LMPK12113131
624.169041	C28H32O16	LMPK12113132
492.126781	C23H24O12	LMPK12113133
638.148306	C28H30O17	LMPK12113134
476.09548	C22H20O12	LMPK12113135
476.09548	C22H20O12	LMPK12113136
518.106045	C24H22O13	LMPK12113137
560.116611	C26H24O14	LMPK12113138
464.09548	C21H20O12	LMPK12113139
610.153391	C27H30O16	LMPK12113140
640.163956	C28H32O17	LMPK12113141
654.158476	C32H30O15	LMPK12113142
384.120905	C21H20O7	LMPK12113143
398.136555	C22H22O7	LMPK12113144
452.183506	C26H28O7	LMPK12113145
398.136555	C22H22O7	LMPK12113146
344.089605	C18H16O7	LMPK12113147
358.105255	C19H18O7	LMPK12113148
302.042655	C15H10O7	LMPK12113149
316.058305	C16H12O7	LMPK12113150
344.089605	C18H16O7	LMPK12113151
316.058305	C16H12O7	LMPK12113152
316.058305	C16H12O7	LMPK12113153
316.058305	C16H12O7	LMPK12113154
330.073955	C17H14O7	LMPK12113155
330.073955	C17H14O7	LMPK12113156
330.073955	C17H14O7	LMPK12113157
330.073955	C17H14O7	LMPK12113158
330.073955	C17H14O7	LMPK12113159
344.089605	C18H16O7	LMPK12113160
344.089605	C18H16O7	LMPK12113161
344.089605	C18H16O7	LMPK12113162
358.105255	C19H18O7	LMPK12113163
372.120905	C20H20O7	LMPK12113164
344.05322	C17H12O8	LMPK12113165
372.08452	C19H16O8	LMPK12113166
358.06887	C18H14O8	LMPK12113167
386.10017	C20H18O8	LMPK12113168
372.08452	C19H16O8	LMPK12113169
400.11582	C21H20O8	LMPK12113170
330.073955	C17H14O7	LMPK12113171
456.10565	C23H20O10	LMPK12113172
428.110735	C22H20O9	LMPK12113173
480.090395	C21H20O13	LMPK12113174
494.106045	C22H22O13	LMPK12113175
656.158871	C28H32O18	LMPK12113176
494.106045	C22H22O13	LMPK12113177
640.163956	C28H32O17	LMPK12113178
508.121696	C23H24O13	LMPK12113179
480.090395	C21H20O13	LMPK12113180
626.148306	C27H30O17	LMPK12113181
804.196046	C33H40O23	LMPK12113182
494.106045	C22H22O13	LMPK12113183
640.163956	C28H32O17	LMPK12113184
494.106045	C22H22O13	LMPK12113185
656.158871	C28H32O18	LMPK12113186
640.163956	C28H32O17	LMPK12113187
508.121696	C23H24O13	LMPK12113188
508.121696	C23H24O13	LMPK12113189
670.174521	C29H34O18	LMPK12113190
654.179606	C29H34O17	LMPK12113191
670.174521	C29H34O18	LMPK12113192
496.08531	C21H20O14	LMPK12113193
464.09548	C21H20O12	LMPK12113194
494.06966	C21H18O14	LMPK12113195
480.090395	C21H20O13	LMPK12113196
464.09548	C21H20O12	LMPK12113197
480.090395	C21H20O13	LMPK12113198
494.06966	C21H18O14	LMPK12113199
656.122486	C27H28O19	LMPK12113200
626.148306	C27H30O17	LMPK12113201
626.148306	C27H30O17	LMPK12113202
478.11113	C22H22O12	LMPK12113203
464.09548	C21H20O12	LMPK12113204
494.106045	C22H22O13	LMPK12113205
640.163956	C28H32O17	LMPK12113206
508.121696	C23H24O13	LMPK12113207
508.121696	C23H24O13	LMPK12113208
492.126781	C23H24O12	LMPK12113209
508.121696	C23H24O13	LMPK12113210
654.179606	C29H34O17	LMPK12113211
520.121696	C24H24O13	LMPK12113212
536.116611	C24H24O14	LMPK12113213
682.174521	C30H34O18	LMPK12113214
550.132261	C25H26O14	LMPK12113215
696.190171	C31H36O18	LMPK12113216
610.153391	C27H30O16	LMPK12113217
508.121696	C23H24O13	LMPK12113218
816.232431	C35H44O22	LMPK12113219
560.047213	C21H20O16S	LMPK12113220
574.026478	C21H18O17S	LMPK12113221
442.126385	C23H22O9	LMPK12113222
428.14712	C23H24O8	LMPK12113223
442.162771	C24H26O8	LMPK12113224
456.178421	C25H28O8	LMPK12113225
428.14712	C23H24O8	LMPK12113226
426.13147	C23H22O8	LMPK12113227
440.14712	C24H24O8	LMPK12113228
414.13147	C22H22O8	LMPK12113229
414.13147	C22H22O8	LMPK12113230
318.03757	C15H10O8	LMPK12113231
332.05322	C16H12O8	LMPK12113232
332.05322	C16H12O8	LMPK12113233
332.05322	C16H12O8	LMPK12113234
332.05322	C16H12O8	LMPK12113235
346.06887	C17H14O8	LMPK12113236
346.06887	C17H14O8	LMPK12113237
346.06887	C17H14O8	LMPK12113238
346.06887	C17H14O8	LMPK12113239
346.06887	C17H14O8	LMPK12113240
346.06887	C17H14O8	LMPK12113241
346.06887	C17H14O8	LMPK12113242
360.08452	C18H16O8	LMPK12113243
360.08452	C18H16O8	LMPK12113244
360.08452	C18H16O8	LMPK12113245
360.08452	C18H16O8	LMPK12113246
374.10017	C19H18O8	LMPK12113247
374.10017	C19H18O8	LMPK12113248
374.10017	C19H18O8	LMPK12113249
374.10017	C19H18O8	LMPK12113250
374.10017	C19H18O8	LMPK12113251
388.11582	C20H20O8	LMPK12113252
388.11582	C20H20O8	LMPK12113253
388.11582	C20H20O8	LMPK12113254
402.13147	C21H22O8	LMPK12113255
374.063785	C18H14O9	LMPK12113256
388.079435	C19H16O9	LMPK12113257
416.110735	C21H20O9	LMPK12113258
402.095085	C20H18O9	LMPK12113259
344.05322	C17H12O8	LMPK12113260
372.08452	C19H16O8	LMPK12113261
372.08452	C19H16O8	LMPK12113262
386.10017	C20H18O8	LMPK12113263
346.06887	C17H14O8	LMPK12113264
346.06887	C17H14O8	LMPK12113265
358.06887	C18H14O8	LMPK12113266
397.994388	C15H10O11S	LMPK12113267
505.982506	C17H14O14S2	LMPK12113268
494.106045	C22H22O13	LMPK12113269
508.121696	C23H24O13	LMPK12113270
522.137346	C24H26O13	LMPK12113271
334.032485	C15H10O9	LMPK12113272
376.079435	C18H16O9	LMPK12113273
376.079435	C18H16O9	LMPK12113274
390.095085	C19H18O9	LMPK12113275
390.095085	C19H18O9	LMPK12113276
404.110735	C20H20O9	LMPK12113277
432.142035	C22H24O9	LMPK12113278
362.063785	C17H14O9	LMPK12113279
418.126385	C21H22O9	LMPK12113280
418.126385	C21H22O9	LMPK12113281
684.190171	C30H36O18	LMPK12113282
360.08452	C18H16O8	LMPK12113283
374.10017	C19H18O8	LMPK12113284
388.11582	C20H20O8	LMPK12113285
404.110735	C20H20O9	LMPK12113286
376.079435	C18H16O9	LMPK12113287
390.095085	C19H18O9	LMPK12113288
446.1213	C22H22O10	LMPK12113289
418.126385	C21H22O9	LMPK12113290
412.11582	C22H20O8	LMPK12113291
330.073955	C17H14O7	LMPK12113292
344.089605	C18H16O7	LMPK12113293
344.089605	C18H16O7	LMPK12113294
344.089605	C18H16O7	LMPK12113295
358.105255	C19H18O7	LMPK12113296
372.120905	C20H20O7	LMPK12113297
388.11582	C20H20O8	LMPK12113298
330.073955	C17H14O7	LMPK12113299
626.148306	C27H30O17	LMPK12113300
682.210906	C31H38O17	LMPK12113301
698.205821	C31H38O18	LMPK12113302
684.190171	C30H36O18	LMPK12113303
444.142035	C23H24O9	LMPK12113304
444.142035	C23H24O9	LMPK12113305
442.126385	C23H22O9	LMPK12113306
346.06887	C17H14O8	LMPK12113307
360.08452	C18H16O8	LMPK12113308
360.08452	C18H16O8	LMPK12113309
360.08452	C18H16O8	LMPK12113310
374.10017	C19H18O8	LMPK12113311
374.10017	C19H18O8	LMPK12113312
374.10017	C19H18O8	LMPK12113313
388.11582	C20H20O8	LMPK12113314
402.13147	C21H22O8	LMPK12113315
374.10017	C19H18O8	LMPK12113316
400.11582	C21H20O8	LMPK12113317
670.174521	C29H34O18	LMPK12113318
832.227346	C35H44O23	LMPK12113319
538.132261	C24H26O14	LMPK12113320
684.190171	C30H36O18	LMPK12113321
538.132261	C24H26O14	LMPK12113322
494.106045	C22H22O13	LMPK12113323
802.216781	C34H42O22	LMPK12113324
522.137346	C24H26O13	LMPK12113325
470.157686	C25H26O9	LMPK12113326
334.032485	C15H10O9	LMPK12113327
362.063785	C17H14O9	LMPK12113328
362.063785	C17H14O9	LMPK12113329
376.079435	C18H16O9	LMPK12113330
376.079435	C18H16O9	LMPK12113331
376.079435	C18H16O9	LMPK12113332
376.079435	C18H16O9	LMPK12113333
390.095085	C19H18O9	LMPK12113334
390.095085	C19H18O9	LMPK12113335
390.095085	C19H18O9	LMPK12113336
390.095085	C19H18O9	LMPK12113337
390.095085	C19H18O9	LMPK12113338
390.095085	C19H18O9	LMPK12113339
404.110735	C20H20O9	LMPK12113340
404.110735	C20H20O9	LMPK12113341
404.110735	C20H20O9	LMPK12113342
418.126385	C21H22O9	LMPK12113343
418.126385	C21H22O9	LMPK12113344
432.142035	C22H24O9	LMPK12113345
416.110735	C21H20O9	LMPK12113346
374.063785	C18H14O9	LMPK12113347
388.079435	C19H16O9	LMPK12113348
402.095085	C20H18O9	LMPK12113349
416.110735	C21H20O9	LMPK12113350
400.079435	C20H16O9	LMPK12113351
390.095085	C19H18O9	LMPK12113352
404.110735	C20H20O9	LMPK12113353
418.126385	C21H22O9	LMPK12113354
402.095085	C20H18O9	LMPK12113355
568.142826	C25H28O15	LMPK12113356
392.07435	C18H16O10	LMPK12113357
406.09	C19H18O10	LMPK12113358
406.09	C19H18O10	LMPK12113359
406.09	C19H18O10	LMPK12113360
420.10565	C20H20O10	LMPK12113361
420.10565	C20H20O10	LMPK12113362
420.10565	C20H20O10	LMPK12113363
420.10565	C20H20O10	LMPK12113364
434.1213	C21H22O10	LMPK12113365
434.1213	C21H22O10	LMPK12113366
434.1213	C21H22O10	LMPK12113367
448.13695	C22H24O10	LMPK12113368
448.13695	C22H24O10	LMPK12113369
462.152601	C23H26O10	LMPK12113370
418.09	C20H18O10	LMPK12113371
432.10565	C21H20O10	LMPK12113372
430.09	C21H18O10	LMPK12113373
390.095085	C19H18O9	LMPK12113374
404.110735	C20H20O9	LMPK12113375
404.110735	C20H20O9	LMPK12113376
418.126385	C21H22O9	LMPK12113377
406.09	C19H18O10	LMPK12113378
406.09	C19H18O10	LMPK12113379
406.09	C19H18O10	LMPK12113380
420.10565	C20H20O10	LMPK12113381
420.10565	C20H20O10	LMPK12113382
420.10565	C20H20O10	LMPK12113383
434.1213	C21H22O10	LMPK12113384
434.1213	C21H22O10	LMPK12113385
462.152601	C23H26O10	LMPK12113386
314.042655	C16H10O7	LMPK12113387
344.05322	C17H12O8	LMPK12113388
358.032485	C17H10O9	LMPK12113389
314.042655	C16H10O7	LMPK12113390
298.04774	C16H10O6	LMPK12113391
298.04774	C16H10O6	LMPK12113392
340.058305	C18H12O7	LMPK12113393
370.06887	C19H14O8	LMPK12113394
280.07356	C17H12O4	LMPK12113395
406.178025	C25H26O5	LMPK12120001
264.078645	C17H12O3	LMPK12120002
278.094295	C18H14O3	LMPK12120003
292.109945	C19H16O3	LMPK12120004
324.13616	C20H20O4	LMPK12120005
324.13616	C20H20O4	LMPK12120006
308.141245	C20H20O3	LMPK12120007
308.141245	C20H20O3	LMPK12120008
322.156895	C21H22O3	LMPK12120009
376.203846	C25H28O3	LMPK12120010
324.13616	C20H20O4	LMPK12120011
306.125595	C20H18O3	LMPK12120012
324.13616	C20H20O4	LMPK12120013
374.188195	C25H26O3	LMPK12120014
374.188195	C25H26O3	LMPK12120015
240.078645	C15H12O3	LMPK12120016
254.094295	C16H14O3	LMPK12120017
272.068475	C15H12O5	LMPK12120018
418.126385	C21H22O9	LMPK12120019
596.174126	C27H32O15	LMPK12120020
418.126385	C21H22O9	LMPK12120021
418.126385	C21H22O9	LMPK12120022
550.168646	C26H30O13	LMPK12120023
580.179211	C27H32O14	LMPK12120024
564.184296	C27H32O13	LMPK12120025
434.1213	C21H22O10	LMPK12120026
712.221471	C32H40O18	LMPK12120027
696.205426	C35H36O15	LMPK12120028
726.215991	C36H38O16	LMPK12120029
486.188986	C26H30O9	LMPK12120030
408.193676	C25H28O5	LMPK12120031
406.178025	C25H26O5	LMPK12120032
292.109945	C19H16O3	LMPK12120033
340.131075	C20H20O5	LMPK12120034
356.12599	C20H20O6	LMPK12120035
408.193676	C25H28O5	LMPK12120036
424.188591	C25H28O6	LMPK12120037
392.198761	C25H28O4	LMPK12120038
324.13616	C20H20O4	LMPK12120039
308.141245	C20H20O3	LMPK12120040
338.15181	C21H22O4	LMPK12120041
354.146725	C21H22O5	LMPK12120042
370.14164	C21H22O6	LMPK12120043
324.13616	C20H20O4	LMPK12120044
324.13616	C20H20O4	LMPK12120045
338.15181	C21H22O4	LMPK12120046
352.16746	C22H24O4	LMPK12120047
392.198761	C25H28O4	LMPK12120048
392.198761	C25H28O4	LMPK12120049
460.261361	C30H36O4	LMPK12120050
340.131075	C20H20O5	LMPK12120051
392.198761	C25H28O4	LMPK12120052
392.198761	C25H28O4	LMPK12120053
408.193676	C25H28O5	LMPK12120054
390.18311	C25H26O4	LMPK12120055
366.146725	C22H22O5	LMPK12120056
408.193676	C25H28O5	LMPK12120057
424.188591	C25H28O6	LMPK12120058
392.198761	C25H28O4	LMPK12120060
408.193676	C25H28O5	LMPK12120061
340.131075	C20H20O5	LMPK12120062
486.167856	C29H26O7	LMPK12120063
486.167856	C29H26O7	LMPK12120064
516.178421	C30H28O8	LMPK12120065
408.193676	C25H28O5	LMPK12120066
408.193676	C25H28O5	LMPK12120067
324.13616	C20H20O4	LMPK12120068
408.193676	C25H28O5	LMPK12120069
406.214411	C26H30O4	LMPK12120070
422.209326	C26H30O5	LMPK12120071
298.084125	C17H14O5	LMPK12120072
298.084125	C17H14O5	LMPK12120073
400.09469	C24H16O6	LMPK12120074
372.099775	C23H16O5	LMPK12120075
322.12051	C20H18O4	LMPK12120076
322.12051	C20H18O4	LMPK12120077
340.131075	C20H20O5	LMPK12120078
336.13616	C21H20O4	LMPK12120079
322.12051	C20H18O4	LMPK12120080
458.245711	C30H34O4	LMPK12120081
338.115425	C20H18O5	LMPK12120082
352.131075	C21H20O5	LMPK12120083
406.178025	C25H26O5	LMPK12120084
404.162375	C25H24O5	LMPK12120085
406.178025	C25H26O5	LMPK12120086
390.18311	C25H26O4	LMPK12120087
390.18311	C25H26O4	LMPK12120088
324.13616	C20H20O4	LMPK12120089
340.131075	C20H20O5	LMPK12120090
390.18311	C25H26O4	LMPK12120091
388.16746	C25H24O4	LMPK12120092
392.198761	C25H28O4	LMPK12120093
392.198761	C25H28O4	LMPK12120094
354.146725	C21H22O5	LMPK12120095
256.07356	C15H12O4	LMPK12120096
270.08921	C16H14O4	LMPK12120097
270.08921	C16H14O4	LMPK12120098
270.08921	C16H14O4	LMPK12120099
284.10486	C17H16O4	LMPK12120100
434.1213	C21H22O10	LMPK12120101
596.174126	C27H32O15	LMPK12120102
566.163561	C26H30O14	LMPK12120103
448.13695	C22H24O10	LMPK12120104
322.084125	C19H14O5	LMPK12120105
408.193676	C25H28O5	LMPK12120106
544.318876	C35H44O5	LMPK12120107
350.115425	C21H18O5	LMPK12120108
474.240626	C30H34O5	LMPK12120109
366.146725	C22H22O5	LMPK12120110
272.068475	C15H12O5	LMPK12120111
286.084125	C16H14O5	LMPK12120112
286.084125	C16H14O5	LMPK12120113
286.084125	C16H14O5	LMPK12120114
286.084125	C16H14O5	LMPK12120115
300.099775	C17H16O5	LMPK12120116
312.099775	C18H16O5	LMPK12120117
288.06339	C15H12O6	LMPK12120118
340.131075	C20H20O5	LMPK12120119
408.193676	C25H28O5	LMPK12120120
408.193676	C25H28O5	LMPK12120121
502.162771	C29H26O8	LMPK12120122
532.173336	C30H28O9	LMPK12120123
532.173336	C30H28O9	LMPK12120124
356.12599	C20H20O6	LMPK12120125
406.178025	C25H26O5	LMPK12120126
396.15729	C23H24O6	LMPK12120127
272.068475	C15H12O5	LMPK12120128
422.209326	C26H30O5	LMPK12120129
438.204241	C26H30O6	LMPK12120130
406.178025	C25H26O5	LMPK12120131
422.17294	C25H26O6	LMPK12120132
422.17294	C25H26O6	LMPK12120133
322.12051	C20H18O4	LMPK12120134
406.178025	C25H26O5	LMPK12120135
270.08921	C16H14O4	LMPK12120136
406.178025	C25H26O5	LMPK12120137
422.17294	C25H26O6	LMPK12120138
422.17294	C25H26O6	LMPK12120139
450.116215	C21H22O11	LMPK12120140
338.07904	C19H14O6	LMPK12120141
396.15729	C23H24O6	LMPK12120142
288.06339	C15H12O6	LMPK12120143
314.07904	C17H14O6	LMPK12120144
270.08921	C16H14O4	LMPK12120145
580.158081	C30H28O12	LMPK12120146
580.158081	C30H28O12	LMPK12120147
606.173731	C32H30O12	LMPK12120148
622.168646	C32H30O13	LMPK12120149
448.13695	C22H24O10	LMPK12120150
272.068475	C15H12O5	LMPK12120151
286.084125	C16H14O5	LMPK12120152
300.099775	C17H16O5	LMPK12120153
300.099775	C17H16O5	LMPK12120154
450.116215	C21H22O11	LMPK12120155
450.116215	C21H22O11	LMPK12120156
492.126781	C23H24O12	LMPK12120157
596.152996	C30H28O13	LMPK12120158
638.163561	C32H30O14	LMPK12120159
576.147911	C27H28O14	LMPK12120160
576.147911	C27H28O14	LMPK12120161
680.174126	C34H32O15	LMPK12120162
680.174126	C34H32O15	LMPK12120163
612.169041	C27H32O16	LMPK12120164
582.158476	C26H30O15	LMPK12120165
612.169041	C27H32O16	LMPK12120166
464.131866	C22H24O11	LMPK12120167
506.142431	C24H26O12	LMPK12120168
464.131866	C22H24O11	LMPK12120169
506.142431	C24H26O12	LMPK12120170
596.174126	C27H32O15	LMPK12120171
464.131866	C22H24O11	LMPK12120172
478.147516	C23H26O11	LMPK12120173
492.163166	C24H28O11	LMPK12120174
534.137346	C25H26O13	LMPK12120175
654.158476	C32H30O15	LMPK12120176
758.184691	C39H34O16	LMPK12120177
610.168646	C31H30O13	LMPK12120178
668.174126	C33H32O15	LMPK12120179
478.147516	C23H26O11	LMPK12120180
288.06339	C15H12O6	LMPK12120181
302.07904	C16H14O6	LMPK12120182
344.12599	C19H20O6	LMPK12120183
316.09469	C17H16O6	LMPK12120184
392.198761	C25H28O4	LMPK12120185
240.078645	C15H12O3	LMPK12120186
386.136555	C21H22O7	LMPK12120187
238.09938	C16H14O2	LMPK12120188
240.078645	C15H12O3	LMPK12120189
402.13147	C21H22O8	LMPK12120190
418.126385	C21H22O9	LMPK12120191
